0.0000	0.4313
1.0000	0.0966
1.0000	0.5380
0.0000	0.1671
0.0000	0.1994
1.0000	0.3088
1.0000	0.6580
1.0000	0.4108
1.0000	0.6080
0.0000	0.0735
1.0000	0.1743
0.0000	0.1265
1.0000	0.5608
1.0000	0.5872
1.0000	0.2758
0.0000	0.1862
1.0000	0.8656
0.0000	0.1207
1.0000	0.7502
0.0000	0.0543
0.0000	0.4341
0.0000	0.6014
1.0000	0.6822
0.0000	0.1363
0.0000	0.7400
0.0000	0.0804
0.0000	0.0482
0.0000	0.2907
1.0000	0.7792
0.0000	0.1297
1.0000	0.6999
0.0000	0.5749
0.0000	0.6022
1.0000	0.6316
0.0000	0.0754
0.0000	0.6054
1.0000	0.8297
0.0000	0.2102
1.0000	0.7246
1.0000	0.7354
1.0000	0.8468
0.0000	0.1504
0.0000	0.0748
1.0000	0.2580
0.0000	0.5644
1.0000	0.4397
1.0000	0.3408
1.0000	0.7507
0.0000	0.0788
0.0000	0.1356
0.0000	0.1464
0.0000	0.0416
0.0000	0.1548
0.0000	0.1396
1.0000	0.6244
1.0000	0.8568
0.0000	0.0442
1.0000	0.5859
1.0000	0.7663
1.0000	0.6385
0.0000	0.1484
0.0000	0.3400
1.0000	0.9024
1.0000	0.8311
0.0000	0.5184
1.0000	0.8448
0.0000	0.5429
0.0000	0.1022
1.0000	0.8182
0.0000	0.1081
1.0000	0.5715
1.0000	0.5057
0.0000	0.8639
1.0000	0.7354
1.0000	0.1348
0.0000	0.3309
0.0000	0.5425
1.0000	0.2928
1.0000	0.8763
1.0000	0.2503
0.0000	0.2261
0.0000	0.1316
0.0000	0.0531
0.0000	0.2153
0.0000	0.2434
0.0000	0.1448
1.0000	0.8561
0.0000	0.4803
0.0000	0.7445
0.0000	0.1440
1.0000	0.9557
0.0000	0.0933
1.0000	0.1855
0.0000	0.1260
0.0000	0.0448
0.0000	0.3289
0.0000	0.7022
0.0000	0.5309
0.0000	0.1931
1.0000	0.2742
1.0000	0.7751
1.0000	0.4314
1.0000	0.7868
1.0000	0.3558
0.0000	0.2522
1.0000	0.8731
0.0000	0.3282
0.0000	0.4346
1.0000	0.7961
1.0000	0.9167
0.0000	0.4221
0.0000	0.0485
0.0000	0.1067
1.0000	0.8732
1.0000	0.7145
0.0000	0.2232
1.0000	0.4108
